Time,EMG1,EMG2,IO,EMG3,EMG4
9114.0000,3179.5000,2445.5000,4.0000,-1523.0000,3153.0000
9115.0000,3168.0000,2448.0000,4.0000,-1532.5000,3148.0000
9116.0000,3154.5000,2444.5000,3.5000,-1559.0000,3142.5000
9117.0000,3139.5000,2443.0000,2.5000,-1586.0000,3138.0000
9118.0000,3123.5000,2439.5000,1.5000,-1623.5000,3134.0000
9119.0000,3107.5000,2432.0000,1.0000,-1623.5000,3130.5000
9120.0000,3094.0000,2423.0000,0.5000,-1569.5000,3124.5000
9121.0000,3083.0000,2412.0000,0.0000,-1549.5000,3122.5000
9122.0000,3075.5000,2401.5000,0.0000,-1565.5000,3120.0000
9123.0000,3074.0000,2393.0000,0.0000,-1601.0000,3118.5000
9124.0000,3076.0000,2384.5000,0.0000,-1642.0000,3116.5000
9125.0000,3082.0000,2377.0000,0.0000,-1691.0000,3115.5000
9126.0000,3092.0000,2372.5000,-0.5000,-1747.0000,3115.5000
9127.0000,3103.0000,2370.0000,-1.0000,-1845.0000,3116.0000
9128.0000,3115.0000,2370.0000,-2.0000,-1995.5000,3114.0000
9129.0000,3126.5000,2370.5000,-3.0000,-2153.5000,3113.5000
9130.0000,3134.0000,2373.0000,-4.0000,-2349.0000,3113.5000
9131.0000,3137.0000,2377.5000,-5.0000,-2514.0000,3112.0000
9132.0000,3137.0000,2381.5000,-6.0000,-2690.0000,3110.0000
9133.0000,3133.0000,2384.5000,-7.0000,-2819.0000,3107.5000
9134.0000,3122.5000,2387.5000,-8.0000,-2948.0000,3105.0000
9135.0000,3107.5000,2387.0000,-8.5000,-3054.5000,3100.0000
9136.0000,3090.0000,2377.0000,-9.0000,-3172.0000,3093.5000
9137.0000,3071.5000,2325.5000,-10.0000,-3262.5000,3088.0000
9138.0000,3052.5000,2251.5000,-10.5000,-3349.0000,3083.0000
9139.0000,3033.5000,2145.5000,-11.5000,-3400.5000,3077.0000
9140.0000,3021.0000,2048.0000,-13.0000,-3442.0000,3072.5000
9141.0000,3011.0000,1982.0000,-14.0000,-3516.0000,3066.0000
9142.0000,3003.5000,1939.5000,-15.5000,-3607.0000,3059.5000
9143.0000,3004.5000,1934.5000,-17.0000,-3692.0000,3055.0000
9144.0000,3011.0000,1938.0000,-18.0000,-3766.5000,3052.0000
9145.0000,3019.0000,1949.0000,-19.5000,-3841.0000,3051.0000
9146.0000,3030.5000,1960.5000,-20.5000,-3906.5000,3049.0000
9147.0000,3044.5000,1994.0000,-21.5000,-3955.0000,3048.5000
9148.0000,3058.0000,2056.5000,-23.0000,-3988.0000,3048.5000
9149.0000,3069.5000,2194.0000,-23.5000,-4033.0000,3050.5000
9150.0000,3076.5000,2279.0000,-24.5000,-4082.0000,3049.0000
9151.0000,3081.0000,2261.0000,-25.0000,-4158.0000,3052.0000
9152.0000,3078.0000,2229.0000,-25.5000,-4225.0000,3052.5000
9153.0000,3070.5000,2221.5000,-26.0000,-4230.5000,3050.5000
9154.0000,3059.0000,2229.0000,-26.0000,-4221.5000,3050.0000
9155.0000,3045.0000,2244.0000,-26.5000,-4231.5000,3046.5000
9156.0000,3025.5000,2263.5000,-26.5000,-4264.5000,3043.0000
9157.0000,3006.0000,2284.5000,-26.5000,-4328.0000,3037.0000
9158.0000,2986.5000,2247.5000,-27.0000,-4420.0000,3030.5000
9159.0000,2968.0000,2099.5000,-27.0000,-4557.5000,3023.0000
9160.0000,2954.5000,1820.5000,-27.5000,-4707.5000,3016.0000
9161.0000,2944.5000,1309.5000,-27.5000,-4871.0000,3010.5000
9162.0000,2938.5000,931.5000,-28.0000,-5026.0000,3003.0000
9163.0000,2940.5000,649.0000,-28.5000,-5170.5000,2996.0000
9164.0000,2947.5000,470.5000,-28.5000,-5296.0000,2991.0000
9165.0000,2957.0000,323.0000,-29.0000,-5420.5000,2988.5000
9166.0000,2970.0000,214.0000,-29.0000,-5518.0000,2985.5000
9167.0000,2983.5000,114.5000,-29.0000,-5596.0000,2985.0000
9168.0000,2996.5000,5.0000,-29.5000,-5628.0000,2988.5000
9169.0000,3008.5000,-124.0000,-29.5000,-5607.0000,2988.5000
9170.0000,3015.5000,-267.0000,-30.0000,-5560.0000,2991.0000
9171.0000,3019.0000,-425.5000,-30.5000,-5504.5000,2993.0000
9172.0000,3017.5000,-571.0000,-30.5000,-5448.5000,2995.5000
9173.0000,3009.5000,-714.5000,-30.5000,-5399.0000,2995.5000
9174.0000,2996.0000,-903.5000,-30.0000,-5361.0000,2994.0000
9175.0000,2981.0000,-1140.5000,-29.5000,-5336.5000,2992.5000
9176.0000,2962.0000,-1370.0000,-29.0000,-5325.5000,2989.5000
9177.0000,2942.0000,-1613.0000,-28.5000,-5328.5000,2983.0000
9178.0000,2922.5000,-1831.0000,-27.5000,-5343.5000,2977.0000
9179.0000,2906.5000,-2054.5000,-26.5000,-5371.0000,2969.5000
9180.0000,2892.5000,-2179.0000,-25.5000,-5405.0000,2960.0000
9181.0000,2884.5000,-2280.0000,-25.0000,-5441.5000,2951.0000
9182.0000,2881.0000,-2437.0000,-24.0000,-5477.5000,2943.5000
9183.0000,2882.0000,-2654.0000,-23.0000,-5508.0000,2937.0000
9184.0000,2888.5000,-2888.5000,-22.0000,-5529.0000,2933.0000
9185.0000,2899.0000,-3149.5000,-21.5000,-5538.5000,2931.0000
9186.0000,2910.5000,-3369.0000,-20.5000,-5538.0000,2928.5000
9187.0000,2923.0000,-3604.0000,-20.0000,-5528.0000,2927.0000
9188.0000,2933.5000,-3922.0000,-19.0000,-5507.0000,2929.0000
9189.0000,2943.0000,-4256.5000,-18.5000,-5476.5000,2930.5000
9190.0000,2951.0000,-4430.5000,-17.5000,-5442.0000,2931.5000
9191.0000,2952.0000,-4539.5000,-17.0000,-5406.0000,2935.0000
9192.0000,2949.5000,-4630.0000,-16.5000,-5369.5000,2937.0000
9193.0000,2942.5000,-4709.5000,-15.5000,-5338.5000,2937.5000
9194.0000,2930.5000,-4776.5000,-14.5000,-5315.5000,2937.0000
9195.0000,2915.5000,-4817.0000,-13.0000,-5297.5000,2937.0000
9196.0000,2899.5000,-4829.0000,-12.0000,-5290.5000,2933.5000
9197.0000,2882.0000,-4816.0000,-10.5000,-5294.0000,2928.0000
9198.0000,2862.5000,-4776.0000,-9.5000,-5301.0000,2920.5000
9199.0000,2849.5000,-4713.0000,-9.0000,-5316.5000,2913.5000
9200.0000,2837.0000,-4636.0000,-9.0000,-5335.5000,2904.5000
9201.0000,2828.5000,-4551.5000,-8.5000,-5354.5000,2896.0000
9202.0000,2826.5000,-4463.5000,-8.0000,-5372.5000,2888.0000
9203.0000,2827.0000,-4339.5000,-7.5000,-5387.0000,2882.0000
9204.0000,2832.5000,-4092.0000,-6.5000,-5397.0000,2877.0000
9205.0000,2839.0000,-3840.5000,-5.5000,-5400.0000,2873.0000
9206.0000,2849.5000,-3575.5000,-4.5000,-5397.5000,2869.5000
9207.0000,2860.5000,-3389.5000,-3.0000,-5387.5000,2868.5000
9208.0000,2869.5000,-3295.0000,-1.5000,-5371.5000,2868.0000
9209.0000,2877.0000,-3299.5000,0.0000,-5353.0000,2869.5000
9210.0000,2882.0000,-3437.0000,1.0000,-5330.5000,2872.5000
9211.0000,2884.0000,-3648.5000,2.5000,-5308.0000,2875.5000
9212.0000,2880.0000,-3998.5000,4.0000,-5289.0000,2877.5000
9213.0000,2871.5000,-4285.5000,5.5000,-5272.0000,2877.5000
9214.0000,2862.5000,-4502.5000,6.5000,-5256.0000,2879.0000
9215.0000,2850.0000,-4588.0000,7.0000,-5247.5000,2877.5000
9216.0000,2835.5000,-4532.5000,8.0000,-5243.0000,2874.5000
9217.0000,2819.5000,-4462.0000,8.5000,-5243.5000,2869.0000
9218.0000,2806.5000,-4408.0000,9.5000,-5247.0000,2863.0000
9219.0000,2791.5000,-4366.0000,10.0000,-5253.0000,2856.5000
9220.0000,2780.5000,-4331.0000,10.5000,-5261.0000,2848.0000
9221.0000,2774.5000,-4309.5000,11.0000,-5267.0000,2841.0000
9222.0000,2772.0000,-4302.0000,12.0000,-5273.0000,2833.0000
9223.0000,2772.0000,-4309.0000,12.5000,-5274.5000,2827.5000
9224.0000,2775.5000,-4331.5000,13.5000,-5275.0000,2822.0000
9225.0000,2782.5000,-4364.0000,14.0000,-5272.0000,2818.0000
9226.0000,2791.0000,-4402.0000,15.0000,-5266.5000,2816.0000
9227.0000,2798.5000,-4441.5000,16.0000,-5258.0000,2815.5000
9228.0000,2805.5000,-4481.0000,17.0000,-5247.5000,2814.0000
9229.0000,2812.0000,-4509.0000,18.0000,-5236.0000,2814.0000
9230.0000,2815.5000,-4529.0000,19.5000,-5225.0000,2816.0000
9231.0000,2816.5000,-4537.5000,20.5000,-5214.0000,2817.5000
9232.0000,2812.5000,-4533.0000,21.5000,-5203.5000,2820.5000
9233.0000,2806.0000,-4514.5000,22.0000,-5196.5000,2821.0000
9234.0000,2797.5000,-4487.0000,22.5000,-5190.0000,2821.0000
9235.0000,2785.5000,-4452.0000,22.5000,-5185.5000,2819.5000
9236.0000,2773.0000,-4412.0000,22.5000,-5183.0000,2816.0000
9237.0000,2762.0000,-4369.5000,22.0000,-5182.0000,2812.5000
9238.0000,2748.0000,-4334.0000,21.5000,-5181.0000,2806.5000
9239.0000,2735.5000,-4303.0000,20.5000,-5181.5000,2800.0000
9240.0000,2728.0000,-4279.5000,20.0000,-5180.0000,2793.5000
9241.0000,2722.5000,-4269.0000,19.0000,-5178.5000,2786.0000
9242.0000,2719.5000,-4268.0000,18.0000,-5174.0000,2780.5000
9243.0000,2719.0000,-4277.5000,17.5000,-5169.5000,2773.0000
9244.0000,2721.5000,-4296.0000,17.0000,-5163.5000,2769.0000
9245.0000,2726.0000,-4322.0000,16.5000,-5156.0000,2764.0000
9246.0000,2731.0000,-4348.5000,16.0000,-5149.0000,2761.5000
9247.0000,2737.0000,-4374.0000,15.5000,-5142.5000,2759.5000
9248.0000,2742.5000,-4397.5000,14.5000,-5135.0000,2759.5000
9249.0000,2746.0000,-4414.5000,14.5000,-5129.0000,2759.5000
9250.0000,2748.5000,-4422.5000,14.5000,-5124.5000,2760.5000
9251.0000,2748.0000,-4421.5000,14.5000,-5120.0000,2763.0000
9252.0000,2744.0000,-4413.0000,15.0000,-5105.0000,2763.0000
9253.0000,2739.0000,-4393.5000,15.0000,-4967.5000,2763.0000
9254.0000,2729.5000,-4371.5000,15.0000,-4725.0000,2763.5000
9255.0000,2721.0000,-4343.0000,14.5000,-4525.0000,2762.0000
9256.0000,2711.0000,-4312.5000,14.0000,-4331.5000,2758.0000
9257.0000,2701.0000,-4282.5000,13.0000,-4166.0000,2754.0000
9258.0000,2690.5000,-4258.0000,12.0000,-3989.5000,2750.0000
9259.0000,2680.0000,-4238.5000,11.5000,-3801.0000,2743.5000
9260.0000,2674.0000,-4227.5000,10.5000,-3591.0000,2736.5000
9261.0000,2669.0000,-4224.0000,10.0000,-3406.0000,2732.0000
9262.0000,2667.5000,-4226.0000,9.5000,-3238.5000,2726.0000
9263.0000,2667.5000,-4235.0000,9.5000,-3184.0000,2720.5000
9264.0000,2667.0000,-4250.0000,9.5000,-3164.5000,2715.5000
9265.0000,2669.0000,-4267.5000,10.0000,-3093.5000,2712.0000
9266.0000,2671.5000,-4284.5000,10.5000,-2992.0000,2708.0000
9267.0000,2676.5000,-4300.5000,10.5000,-2877.0000,2705.5000
9268.0000,2679.0000,-4312.0000,11.0000,-2752.5000,2705.0000
9269.0000,2682.0000,-4318.0000,11.0000,-2583.5000,2703.5000
9270.0000,2683.5000,-4318.0000,11.0000,-2397.5000,2705.5000
9271.0000,2682.5000,-4311.0000,11.5000,-2189.5000,2706.0000
9272.0000,2677.5000,-4299.0000,12.0000,-1985.0000,2705.5000
9273.0000,2673.5000,-4283.5000,12.5000,-1765.0000,2705.0000
9274.0000,2666.5000,-4262.5000,13.0000,-1568.0000,2704.5000
9275.0000,2658.5000,-4240.5000,14.0000,-1414.5000,2702.0000
9276.0000,2650.0000,-4220.5000,14.5000,-1280.0000,2699.0000
9277.0000,2643.0000,-4200.0000,15.5000,-1118.5000,2696.0000
9278.0000,2633.5000,-4185.5000,16.5000,-940.0000,2692.5000
9279.0000,2627.0000,-4173.5000,18.0000,-707.5000,2688.0000
9280.0000,2621.5000,-4121.0000,19.0000,-486.5000,2683.0000
9281.0000,2617.0000,-4005.0000,20.0000,-299.5000,2677.5000
9282.0000,2613.5000,-3942.0000,21.0000,-115.0000,2672.5000
9283.0000,2612.0000,-3936.0000,22.0000,118.5000,2668.0000
9284.0000,2613.0000,-3984.0000,23.0000,353.0000,2661.0000
9285.0000,2613.5000,-4079.5000,23.5000,598.0000,2660.0000
9286.0000,2615.5000,-4112.0000,24.5000,812.5000,2653.5000
9287.0000,2616.0000,-4076.5000,25.0000,1020.5000,2653.0000
9288.0000,2617.5000,-3959.5000,26.0000,1201.0000,2653.0000
9289.0000,2593.0000,-3738.5000,27.0000,1347.0000,2651.0000
9290.0000,2283.5000,-3336.5000,28.0000,413.0000,2649.5000
9291.0000,1706.5000,-2723.0000,28.5000,-2838.0000,2651.5000
9292.0000,1271.0000,-2275.0000,29.0000,-4878.0000,2651.0000
9293.0000,874.0000,-1898.0000,29.5000,-4619.5000,2650.5000
9294.0000,467.5000,-1606.5000,30.0000,-3530.5000,2647.5000
9295.0000,-16.5000,-1310.5000,30.0000,-1707.0000,2644.5000
9296.0000,-407.5000,-1097.0000,30.0000,-613.0000,2639.5000
9297.0000,-817.5000,-907.5000,30.5000,-282.0000,2638.0000
9298.0000,-1368.5000,-764.0000,31.0000,-221.0000,2635.5000
9299.0000,-2063.0000,-630.0000,32.0000,-176.0000,2621.0000
9300.0000,-2720.5000,-556.0000,32.5000,-165.5000,2428.5000
9301.0000,-3368.5000,-490.5000,33.5000,-109.0000,1970.5000
9302.0000,-3705.5000,-297.0000,34.5000,-35.0000,1634.0000
9303.0000,-3909.0000,-27.5000,35.5000,137.5000,1366.0000
9304.0000,-4018.0000,269.5000,36.5000,382.5000,981.5000
9305.0000,-4107.5000,608.0000,37.0000,736.5000,343.5000
9306.0000,-4218.5000,1124.5000,37.0000,1033.5000,-304.0000
9307.0000,-4334.5000,1712.5000,37.5000,1286.0000,-1095.5000
9308.0000,-4440.0000,2213.5000,37.5000,1582.0000,-1793.0000
9309.0000,-4522.0000,2605.0000,37.5000,1907.0000,-2554.5000
9310.0000,-4578.0000,2605.0000,37.5000,2215.0000,-3100.5000
9311.0000,-4601.0000,2475.0000,37.0000,2476.5000,-3562.5000
9312.0000,-4589.0000,2401.5000,37.0000,2664.0000,-3745.0000
9313.0000,-4543.5000,2383.0000,36.5000,2765.0000,-3778.5000
9314.0000,-4471.5000,2395.0000,36.5000,2771.5000,-3868.0000
9315.0000,-4377.5000,2431.5000,36.5000,2683.5000,-4016.5000
9316.0000,-4272.0000,2490.0000,37.0000,2514.0000,-4179.5000
9317.0000,-4165.0000,2569.5000,37.5000,2016.5000,-4340.0000
9318.0000,-4068.0000,2660.5000,38.0000,-583.0000,-4481.5000
9319.0000,-3987.0000,2750.0000,38.5000,-4300.5000,-4599.0000
9320.0000,-3929.5000,2833.5000,39.5000,-5381.0000,-4675.5000
9321.0000,-3900.5000,2900.0000,40.0000,-5016.5000,-4708.0000
9322.0000,-3904.5000,2942.5000,41.0000,-4844.0000,-4690.5000
9323.0000,-3936.0000,2958.5000,41.5000,-4668.5000,-4628.5000
9324.0000,-3992.0000,2947.0000,42.0000,-2917.0000,-4525.5000
9325.0000,-4066.5000,2911.0000,42.5000,-564.5000,-4396.5000
9326.0000,-4150.0000,2854.0000,43.0000,351.0000,-4252.0000
9327.0000,-4234.5000,2782.0000,43.0000,589.5000,-4102.0000
9328.0000,-4314.0000,2698.5000,43.0000,661.5000,-3965.5000
9329.0000,-4380.0000,2615.5000,42.5000,765.0000,-3857.5000
9330.0000,-4422.0000,2541.0000,42.0000,805.0000,-3781.0000
9331.0000,-4440.5000,2481.5000,41.5000,872.5000,-3746.0000
9332.0000,-4432.0000,2439.5000,41.0000,1036.5000,-3752.5000
9333.0000,-4397.5000,2421.0000,40.5000,1279.0000,-3800.0000
9334.0000,-4343.0000,2424.5000,40.5000,1566.0000,-3881.5000
9335.0000,-4271.0000,2450.0000,40.5000,1867.0000,-3987.0000
9336.0000,-4192.0000,2495.5000,41.0000,2154.5000,-4106.5000
9337.0000,-4112.0000,2551.5000,42.0000,2403.5000,-4228.5000
9338.0000,-4036.5000,2615.0000,42.5000,2588.5000,-4338.0000
9339.0000,-3974.0000,2679.0000,43.0000,2695.5000,-4425.0000
9340.0000,-3929.5000,2737.5000,43.0000,2715.0000,-4483.0000
9341.0000,-3906.0000,2781.0000,43.0000,2645.5000,-4506.0000
9342.0000,-3905.5000,2810.0000,43.0000,2496.5000,-4493.5000
9343.0000,-3925.5000,2819.0000,42.5000,2285.0000,-4446.0000
9344.0000,-3964.0000,2809.5000,42.5000,2032.0000,-4367.5000
9345.0000,-4018.0000,2754.0000,43.0000,1760.5000,-4269.5000
9346.0000,-4076.0000,2648.0000,43.5000,1498.5000,-4161.0000
9347.0000,-4139.0000,2440.0000,43.5000,1268.0000,-4051.5000
9348.0000,-4195.5000,2113.5000,44.0000,1095.5000,-3949.5000
9349.0000,-4240.0000,1819.0000,44.0000,989.0000,-3866.0000
9350.0000,-4272.0000,1521.0000,44.0000,961.5000,-3808.0000
9351.0000,-4286.0000,1315.0000,44.0000,1010.5000,-3780.0000
9352.0000,-4279.5000,1148.0000,43.5000,1130.5000,-3783.0000
9353.0000,-4256.0000,1006.0000,43.0000,1308.5000,-3815.0000
9354.0000,-4218.0000,857.0000,42.5000,1524.5000,-3872.5000
9355.0000,-4166.0000,725.5000,41.5000,1757.5000,-3946.0000
9356.0000,-4110.0000,586.0000,41.0000,1983.5000,-4032.5000
9357.0000,-4051.5000,471.0000,40.5000,2181.0000,-4120.0000
9358.0000,-3998.5000,355.0000,39.5000,2335.0000,-4198.0000
9359.0000,-3953.0000,272.5000,39.0000,2429.5000,-4259.5000
9360.0000,-3918.5000,200.5000,38.5000,2456.0000,-4301.5000
9361.0000,-3901.5000,136.0000,38.0000,2418.0000,-4318.0000
9362.0000,-3895.0000,63.0000,38.0000,2313.5000,-4310.0000
9363.0000,-3907.0000,-41.5000,37.5000,2162.0000,-4274.5000
9364.0000,-3931.0000,-179.0000,37.0000,1974.5000,-4219.0000
9365.0000,-3966.0000,-402.5000,37.0000,1769.5000,-4149.5000
9366.0000,-4005.0000,-687.0000,37.0000,1567.0000,-4072.0000
9367.0000,-4044.5000,-1076.0000,36.5000,1386.5000,-3993.0000
9368.0000,-4083.5000,-1503.0000,36.5000,1245.0000,-3920.5000
9369.0000,-4115.0000,-1877.5000,36.5000,1153.0000,-3864.5000
9370.0000,-4136.5000,-2226.5000,37.0000,1117.5000,-3823.0000
9371.0000,-4147.5000,-2535.5000,37.5000,1141.5000,-3799.5000
9372.0000,-4142.5000,-2819.0000,38.5000,1220.5000,-3799.5000
9373.0000,-4127.5000,-3039.5000,39.5000,1342.0000,-3819.0000
9374.0000,-4101.5000,-3240.5000,40.0000,1498.0000,-3855.0000
9375.0000,-4068.5000,-3442.0000,41.0000,1668.0000,-3904.0000
9376.0000,-4029.5000,-3654.0000,41.5000,1835.0000,-3960.5000
9377.0000,-3989.0000,-3871.5000,41.5000,1987.0000,-4018.0000
9378.0000,-3951.5000,-4060.5000,42.0000,2107.5000,-4069.0000
9379.0000,-3921.0000,-4139.0000,42.5000,2188.5000,-4110.0000
9380.0000,-3895.0000,-4198.0000,42.5000,2218.5000,-4137.5000
9381.0000,-3880.5000,-4273.0000,42.5000,2200.5000,-4148.0000
9382.0000,-3876.0000,-4351.5000,42.5000,2136.5000,-4142.0000
9383.0000,-3880.0000,-4416.0000,42.0000,2033.0000,-4120.5000
9384.0000,-3893.5000,-4464.0000,41.5000,1902.5000,-4085.0000
9385.0000,-3915.0000,-4491.0000,41.0000,1754.5000,-4039.0000
9386.0000,-3935.5000,-4490.0000,40.5000,1605.5000,-3990.0000
9387.0000,-3958.5000,-4466.0000,39.5000,1473.0000,-3935.0000
9388.0000,-3980.0000,-4421.0000,39.0000,1364.0000,-3886.5000
9389.0000,-3999.0000,-4358.5000,38.5000,1288.5000,-3846.0000
9390.0000,-4013.0000,-4284.0000,38.0000,1250.5000,-3817.5000
9391.0000,-4018.0000,-4205.0000,37.5000,1257.0000,-3800.5000
9392.0000,-4015.5000,-4131.0000,37.0000,1301.0000,-3797.0000
9393.0000,-4005.5000,-4067.0000,37.0000,1378.0000,-3807.0000
9394.0000,-3990.5000,-4018.5000,37.0000,1481.0000,-3826.5000
9395.0000,-3969.0000,-3989.0000,37.5000,1597.0000,-3854.5000
9396.0000,-3946.0000,-3983.0000,38.0000,1715.5000,-3886.5000
9397.0000,-3920.5000,-3954.0000,38.5000,1826.5000,-3919.0000
9398.0000,-3897.5000,-3081.5000,39.0000,1915.0000,-3950.5000
9399.0000,-3878.0000,-744.0000,39.5000,1977.0000,-3975.0000
9400.0000,-3861.0000,909.5000,40.5000,2009.5000,-3990.0000
9401.0000,-3848.5000,1793.0000,41.0000,2008.0000,-3995.0000
9402.0000,-3843.0000,2001.0000,42.0000,1974.0000,-3991.0000
9403.0000,-3843.5000,1760.0000,42.5000,1911.0000,-3978.0000
9404.0000,-3848.0000,1615.5000,43.5000,1827.0000,-3956.5000
9405.0000,-3856.0000,1644.0000,44.5000,1729.5000,-3929.0000
9406.0000,-3866.0000,1778.0000,45.5000,1628.0000,-3897.5000
9407.0000,-3877.0000,1984.0000,46.5000,1532.5000,-3867.5000
9408.0000,-3888.5000,2248.0000,47.5000,1452.5000,-3838.5000
9409.0000,-3896.0000,2516.5000,48.5000,1392.0000,-3813.5000
9410.0000,-3901.5000,2411.5000,49.5000,1357.5000,-3795.0000
9411.0000,-3904.0000,1880.0000,49.5000,1349.0000,-3784.0000
9412.0000,-3904.0000,1320.0000,50.0000,1367.0000,-3780.5000
9413.0000,-3898.5000,594.0000,50.0000,1410.0000,-3782.5000
9414.0000,-3891.5000,-216.5000,49.5000,1470.5000,-3789.0000
9415.0000,-3880.5000,-1242.0000,49.5000,1543.0000,-3801.5000
9416.0000,-3866.5000,-2040.5000,49.0000,1619.0000,-3816.0000
9417.0000,-3853.5000,-2776.0000,49.0000,1691.0000,-3831.5000
9418.0000,-3840.0000,-3157.5000,49.0000,1756.0000,-3844.5000
9419.0000,-3828.0000,-3392.5000,49.0000,1802.0000,-3838.0000
9420.0000,-3816.5000,-3728.0000,49.0000,1832.0000,-3523.0000
9421.0000,-3808.5000,-4133.0000,49.0000,1839.0000,-2716.0000
9422.0000,-3802.5000,-4531.5000,49.0000,1826.0000,-1396.0000
9423.0000,-3799.0000,-4880.5000,49.5000,1792.5000,754.5000
9424.0000,-3795.0000,-5151.5000,49.5000,1746.5000,1915.0000
9425.0000,-3795.0000,-5323.0000,50.0000,1690.0000,2254.5000
9426.0000,-3797.0000,-5384.5000,50.0000,1628.5000,2280.0000
9427.0000,-3799.0000,-5327.5000,50.0000,1564.5000,2203.5000
9428.0000,-3800.0000,-5160.0000,50.5000,1508.0000,2228.5000
9429.0000,-3801.5000,-4901.0000,50.5000,1463.5000,2347.5000
9430.0000,-3801.5000,-4579.5000,51.0000,1432.5000,2525.5000
9431.0000,-3801.5000,-4229.0000,52.0000,1417.5000,2747.5000
9432.0000,-3801.0000,-3881.0000,52.5000,1418.0000,2991.5000
9433.0000,-3799.0000,-3568.0000,53.5000,1433.5000,3235.0000
9434.0000,-3794.5000,-3323.5000,54.5000,1462.0000,3455.0000
9435.0000,-3791.5000,-3165.5000,55.0000,1500.0000,3629.5000
9436.0000,-3787.5000,-3106.0000,55.0000,1541.5000,3743.0000
9437.0000,-3780.5000,-3147.0000,54.5000,1587.0000,3788.5000
9438.0000,-3775.5000,-3283.5000,54.0000,1627.0000,3759.5000
9439.0000,-3770.5000,-3498.0000,53.5000,1661.0000,3661.0000
9440.0000,-3764.0000,-3765.5000,53.0000,1686.0000,3503.5000
9441.0000,-3757.5000,-4060.5000,53.0000,1699.0000,3306.5000
9442.0000,-3751.5000,-4353.0000,53.0000,1701.0000,3087.0000
9443.0000,-3747.0000,-4613.0000,53.0000,1690.0000,2863.5000
9444.0000,-3740.0000,-4816.5000,53.0000,1670.0000,2664.0000
9445.0000,-3732.5000,-4947.0000,53.5000,1641.0000,2502.0000
9446.0000,-3728.5000,-4994.0000,53.5000,1607.0000,2390.5000
9447.0000,-3723.0000,-4953.5000,53.5000,1570.5000,2342.5000
9448.0000,-3717.5000,-4832.0000,53.5000,1535.0000,2360.0000
9449.0000,-3713.5000,-4644.5000,53.0000,1505.0000,2437.5000
9450.0000,-3711.0000,-4411.0000,53.0000,1478.0000,2563.5000
9451.0000,-3710.5000,-4156.5000,53.0000,1458.0000,2729.5000
9452.0000,-3707.5000,-3900.0000,53.0000,1446.0000,2916.0000
9453.0000,-3706.0000,-3671.5000,53.5000,1444.5000,3102.5000
9454.0000,-3708.0000,-3491.0000,53.5000,1451.5000,3276.5000
9455.0000,-3707.5000,-3371.0000,53.5000,1464.5000,3415.0000
9456.0000,-3707.0000,-3323.0000,53.5000,1481.0000,3508.5000
9457.0000,-3707.5000,-3348.0000,53.5000,1503.0000,3550.5000
9458.0000,-3707.0000,-3441.0000,53.5000,1525.0000,3535.0000
9459.0000,-3706.0000,-3589.5000,53.5000,1547.0000,3467.0000
9460.0000,-3703.0000,-3777.0000,53.0000,1565.0000,3351.5000
9461.0000,-3699.5000,-3984.5000,52.5000,1583.0000,3207.5000
9462.0000,-3693.5000,-4188.0000,51.5000,1592.0000,3042.5000
9463.0000,-3685.0000,-4371.0000,51.0000,1597.0000,2872.5000
9464.0000,-3677.0000,-4517.0000,50.0000,1596.5000,2708.0000
9465.0000,-3668.5000,-4610.5000,49.5000,1588.0000,2149.5000
9466.0000,-3659.5000,-4645.5000,49.0000,1576.0000,482.5000
9467.0000,-3650.0000,-4617.5000,48.5000,1559.0000,-1190.0000
9468.0000,-3642.0000,-4536.0000,48.5000,1539.5000,-2944.0000
9469.0000,-3633.0000,-4409.0000,48.5000,1519.0000,-3876.5000
9470.0000,-3627.5000,-4249.0000,48.5000,1498.5000,-3612.5000
9471.0000,-3623.0000,-4072.5000,49.0000,1478.0000,-3255.0000
9472.0000,-3623.5000,-3898.5000,49.5000,1461.5000,-3101.0000
9473.0000,-3624.0000,-3741.5000,50.0000,1446.5000,-3058.5000
9474.0000,-3627.0000,-3617.5000,50.5000,1436.5000,-3081.5000
9475.0000,-3629.5000,-3533.0000,51.5000,1431.5000,-3174.0000
9476.0000,-3632.5000,-3495.0000,52.0000,1431.5000,-3337.0000
9477.0000,-3635.0000,-3507.0000,53.0000,1436.5000,-3551.5000
9478.0000,-3638.0000,-3564.0000,53.5000,1444.5000,-3793.0000
9479.0000,-3639.5000,-3658.0000,54.0000,1457.0000,-4039.0000
9480.0000,-3636.5000,-3777.0000,54.5000,1472.0000,-4260.5000
9481.0000,-3634.0000,-3911.5000,55.0000,1487.5000,-4437.0000
9482.0000,-3628.0000,-4020.0000,55.5000,1504.0000,-4553.0000
9483.0000,-3621.0000,-3957.5000,55.5000,1515.5000,-4604.0000
9484.0000,-3611.5000,-3714.0000,56.0000,1526.5000,-4579.0000
9485.0000,-3601.5000,-2982.0000,56.0000,1531.5000,-4486.0000
9486.0000,-3590.5000,-1988.5000,56.5000,1533.5000,-4336.0000
9487.0000,-3580.0000,-1042.0000,57.0000,1529.0000,-4143.0000
9488.0000,-3570.5000,-70.0000,57.0000,1521.5000,-3926.5000
9489.0000,-3559.0000,1020.0000,57.5000,1509.5000,-3709.5000
9490.0000,-3552.5000,2032.5000,57.5000,1493.5000,-3516.5000
