,TIME,EMG1,EMG2,IO,EMG3,EMG4
7329,09:30:32.488,-2357.0,-697.5,11.0,3044.5,-524.0
7331,09:30:32.490,-2520.5,-772.5,11.5,2963.5,-581.5
7333,09:30:32.492,-2726.5,-826.5,11.5,3023.5,-583.0
7335,09:30:32.494,-2826.0,-914.0,10.5,3061.5,-691.0
7337,09:30:32.496,-2897.0,-728.5,10.0,3123.0,-685.0
7339,09:30:32.498,-3169.0,-490.0,10.0,3113.0,-603.5
7341,09:30:32.500,-3521.0,-752.0,10.0,3010.0,-690.0
7343,09:30:32.502,-3852.0,-1054.5,9.5,2985.0,-699.5
7345,09:30:32.504,-4113.0,-1088.5,9.0,2994.5,-628.0
7347,09:30:32.506,-4175.5,-1105.0,9.5,3019.0,-627.5
7349,09:30:32.508,-4169.0,-1130.5,10.5,3078.0,-707.5
7351,09:30:32.510,-4144.0,-1085.0,11.0,3104.5,-799.5
7353,09:30:32.512,-4101.5,-1144.0,11.0,3001.5,-920.0
7355,09:30:32.514,-4057.0,-1263.0,10.0,2935.0,-1012.0
7357,09:30:32.516,-4023.5,-1418.0,8.0,2984.0,-1042.5
7359,09:30:32.518,-4011.5,-1716.0,6.0,3136.0,-1202.5
7361,09:30:32.520,-4017.0,-1877.5,4.0,3346.0,-1237.0
7363,09:30:32.522,-4035.5,-1879.5,2.0,3460.0,-1175.5
7365,09:30:32.524,-4059.5,-1862.5,1.0,3479.0,-1280.0
7367,09:30:32.526,-4073.5,-1698.5,2.0,3509.5,-1221.5
7369,09:30:32.528,-4071.5,-1694.0,3.5,3570.0,-1202.5
7371,09:30:32.530,-4052.0,-1704.5,5.0,3690.0,-1278.0
7373,09:30:32.532,-4022.5,-1623.0,5.5,3780.0,-1252.0
7375,09:30:32.534,-3989.0,-1465.0,5.5,3860.0,-1137.0
7377,09:30:32.536,-3963.0,-1377.0,5.5,3947.5,-1123.5
7379,09:30:32.538,-3948.0,-1411.0,6.0,4020.5,-1161.5
7381,09:30:32.540,-3945.5,-1412.0,5.5,4060.5,-1309.5
7383,09:30:32.542,-3953.5,-1445.5,4.5,4085.0,-1495.5
7385,09:30:32.544,-3956.0,-1570.0,3.5,4073.0,-1646.0
7387,09:30:32.546,-3739.5,-1610.5,4.0,4051.5,-1715.5
7389,09:30:32.548,-3357.5,-1644.5,4.5,4036.5,-1843.0
7391,09:30:32.550,-3100.0,-1610.5,6.5,4026.5,-1915.0
7393,09:30:32.552,-2881.0,-1531.5,8.5,4024.0,-1962.0
7395,09:30:32.554,-2614.0,-1427.0,10.0,4028.0,-1939.5
7397,09:30:32.556,-2339.0,-1352.5,12.5,4030.0,-1864.5
7399,09:30:32.558,-2056.5,-1282.5,15.0,4030.0,-1720.5
7401,09:30:32.560,-1867.5,-1255.0,17.0,4018.0,-1660.0
7403,09:30:32.562,-1899.0,-1184.5,18.5,3907.0,-1515.0
7405,09:30:32.564,-1851.0,-1068.0,19.5,3806.0,-1239.5
7407,09:30:32.566,-1899.0,-908.5,19.5,3671.0,-1067.0
7409,09:30:32.568,-2138.5,-956.5,19.0,3490.0,-1019.0
7411,09:30:32.570,-2076.5,-933.5,20.0,3267.0,-929.0
7413,09:30:32.572,-1985.5,-724.0,20.0,3179.0,-677.5
7415,09:30:32.574,-1959.0,-513.5,19.0,3084.0,-514.5
7417,09:30:32.576,-1921.5,-435.0,16.0,2915.0,-434.0
7419,09:30:32.578,-1707.0,-279.0,12.0,2859.5,-327.0
7421,09:30:32.580,-1825.5,-138.0,9.5,2716.5,-210.5
7423,09:30:32.582,-1904.0,-32.5,9.0,2623.5,-95.0
7425,09:30:32.584,-1786.0,32.0,11.0,2600.0,-14.0
7427,09:30:32.586,-1748.5,49.0,15.0,2480.5,74.0
7429,09:30:32.588,-1820.0,243.0,20.0,2372.5,218.5
7431,09:30:32.590,-1898.5,282.0,25.0,2253.0,346.5
7433,09:30:32.592,-1942.5,379.0,30.0,2153.5,540.5
7435,09:30:32.594,-1913.5,569.0,35.5,2126.0,764.5
7437,09:30:32.596,-2147.0,395.5,41.5,1914.5,745.0
7439,09:30:32.598,-2353.0,290.5,47.0,1754.5,804.5
7441,09:30:32.600,-2324.5,363.5,51.5,1707.5,948.5
7443,09:30:32.602,-2235.5,464.0,56.5,1712.0,1121.5
7445,09:30:32.604,-2147.5,584.5,60.5,1650.0,1303.0
7447,09:30:32.606,-1976.5,805.5,64.5,1560.0,1517.5
7449,09:30:32.608,-1949.5,983.0,68.0,1594.0,1768.5
7451,09:30:32.610,-1944.0,1036.0,71.0,1608.5,1849.5
7453,09:30:32.612,-2115.5,1097.5,74.5,1624.5,1853.5
7455,09:30:32.614,-2384.5,986.0,78.0,1546.0,1828.0
7457,09:30:32.616,-2620.0,863.5,80.0,1449.0,1851.0
7459,09:30:32.618,-2641.0,992.5,80.5,1451.5,2107.5
7461,09:30:32.620,-2624.5,1045.5,80.5,1441.5,2193.5
7463,09:30:32.622,-2677.5,1016.0,79.5,1422.5,2216.5
7465,09:30:32.624,-2792.5,1011.5,78.5,1352.0,2308.0
7467,09:30:32.626,-2921.5,975.5,77.5,1254.5,2421.5
7469,09:30:32.628,-3007.0,959.5,76.0,1200.0,2590.0
7471,09:30:32.630,-3015.0,986.0,75.0,1128.0,2762.0
7473,09:30:32.632,-3043.5,993.5,74.5,1034.0,2830.0
7475,09:30:32.634,-3082.5,1002.5,74.5,954.0,2875.5
7477,09:30:32.636,-3047.5,1039.0,75.5,848.5,2991.5
7479,09:30:32.638,-3123.0,914.5,76.0,636.0,3089.5
7481,09:30:32.640,-3225.5,940.5,76.5,437.5,3196.5
7483,09:30:32.642,-3470.5,1032.0,77.5,287.5,3264.5
7485,09:30:32.644,-3571.5,974.5,79.0,89.0,3249.0
7487,09:30:32.646,-3598.5,1077.0,80.5,-164.5,3250.5
7489,09:30:32.648,-3658.5,1146.0,82.0,-552.0,3260.5
7491,09:30:32.650,-3728.5,1007.0,82.5,-857.5,3269.0
7493,09:30:32.652,-3778.5,927.0,82.0,-974.0,3274.0
7495,09:30:32.654,-3788.0,923.0,81.0,-996.0,3270.5
7497,09:30:32.656,-3750.5,953.0,80.5,-1090.0,3260.0
7499,09:30:32.658,-3686.5,793.5,80.0,-1409.0,3242.5
7501,09:30:32.660,-3611.5,687.5,79.5,-1586.0,3225.0
7503,09:30:32.662,-3556.0,625.0,78.5,-1603.5,3210.5
7505,09:30:32.664,-3535.0,644.5,77.0,-1586.5,3200.5
7507,09:30:32.666,-3550.5,582.0,75.5,-1623.5,3198.5
7509,09:30:32.668,-3591.5,803.5,74.5,-1606.0,3201.5
7511,09:30:32.670,-3639.0,983.0,73.5,-1740.0,3204.5
7513,09:30:32.672,-3672.5,899.5,72.5,-1888.5,3207.0
7515,09:30:32.674,-3677.0,924.0,72.5,-1999.5,3204.5
7517,09:30:32.676,-3649.5,986.0,72.5,-2056.5,3199.0
7519,09:30:32.678,-3602.5,1327.5,73.0,-2121.5,3185.5
7521,09:30:32.680,-3550.5,1586.0,73.5,-2187.0,3171.0
7523,09:30:32.682,-3508.0,1485.5,74.5,-2212.5,3159.5
7525,09:30:32.684,-3491.0,1463.0,74.0,-2213.0,3149.5
7527,09:30:32.686,-3497.5,1539.5,73.5,-2099.5,3144.0
7529,09:30:32.688,-3522.5,1633.0,72.5,-2074.5,3144.0
7531,09:30:32.690,-3551.0,1716.0,71.0,-2049.5,3142.5
7533,09:30:32.692,-3571.0,1708.5,69.5,-1975.0,3143.5
7535,09:30:32.694,-3573.5,1788.0,68.5,-1803.0,3141.0
7537,09:30:32.696,-3553.0,1829.5,68.5,-1737.0,3136.0
7539,09:30:32.698,-3520.0,1669.5,69.5,-1773.0,3128.0
7541,09:30:32.700,-3485.0,1384.0,70.0,-1999.5,3118.5
7543,09:30:32.702,-3455.0,1146.0,70.0,-2373.5,3109.5
7545,09:30:32.704,-3441.5,904.0,69.0,-2673.0,3098.5
7547,09:30:32.706,-3439.5,682.0,66.5,-2682.0,3091.0
7549,09:30:32.708,-3452.0,674.0,64.0,-2714.5,3087.0
7551,09:30:32.710,-3466.0,550.0,62.0,-2865.5,3084.5
7553,09:30:32.712,-3476.5,373.5,60.0,-2904.5,3082.0
7555,09:30:32.714,-3475.0,398.5,58.5,-2951.0,3079.5
7557,09:30:32.716,-3461.5,444.5,58.5,-2982.5,3076.5
7559,09:30:32.718,-3441.5,240.0,59.0,-2987.5,3069.0
7561,09:30:32.720,-3417.5,134.0,59.5,-2956.5,3064.5
7563,09:30:32.722,-3397.0,147.5,61.5,-2908.0,3046.5
7565,09:30:32.724,-3385.5,49.5,63.5,-2854.5,2962.0
7567,09:30:32.726,-3382.5,-16.0,65.0,-2818.5,2822.5
7569,09:30:32.728,-3384.5,34.5,66.0,-2805.0,2821.0
7571,09:30:32.730,-3387.5,40.0,66.5,-2820.0,2822.0
7573,09:30:32.732,-3390.0,-62.5,66.0,-2854.0,2786.5
7575,09:30:32.734,-3382.5,-220.0,64.5,-2889.5,2793.0
7577,09:30:32.736,-3376.0,-344.0,62.5,-2911.5,2676.5
7579,09:30:32.738,-3361.5,-99.5,60.5,-2908.5,2658.5
7581,09:30:32.740,-3348.5,76.0,58.5,-2884.5,2551.0
7583,09:30:32.742,-3336.5,-5.5,57.5,-2844.0,2457.0
7585,09:30:32.744,-3324.5,14.5,56.5,-2801.5,2464.0
7587,09:30:32.746,-3318.0,667.0,56.0,-2773.0,2704.0
7589,09:30:32.748,-3313.5,841.5,55.5,-2764.5,2998.5
7591,09:30:32.750,-3310.0,246.0,55.0,-2775.5,2898.5
7593,09:30:32.752,-3305.0,3.0,55.0,-2801.5,2841.5
7595,09:30:32.754,-3298.5,52.5,55.0,-2825.5,2806.5
7597,09:30:32.756,-3294.0,100.0,55.0,-2839.0,2815.0
7599,09:30:32.758,-3286.0,139.5,55.5,-2835.5,2789.0
7601,09:30:32.760,-3279.0,161.5,56.0,-2812.0,2753.5
7603,09:30:32.762,-3270.5,170.5,56.5,-2781.5,2713.0
7605,09:30:32.764,-3263.5,16.5,57.5,-2658.0,2539.5
7607,09:30:32.766,-3255.0,-25.0,58.0,-2388.0,2391.5
7609,09:30:32.768,-3245.5,-43.5,58.5,-2033.0,2295.0
7611,09:30:32.770,-3235.5,-256.5,58.0,-1888.5,2108.0
7613,09:30:32.772,-3224.5,-570.0,56.0,-1873.0,1906.5
7615,09:30:32.774,-3218.0,-577.0,55.0,-1664.0,1846.0
7617,09:30:32.776,-3213.5,-492.5,53.5,-1504.5,1856.5
7619,09:30:32.778,-3211.5,-265.0,51.5,-1534.5,2022.0
7621,09:30:32.780,-3209.0,-94.0,50.5,-1532.5,2127.5
7623,09:30:32.782,-3205.0,-147.0,50.5,-1691.0,2003.0
7625,09:30:32.784,-3196.5,-177.0,51.5,-1915.0,1873.5
7627,09:30:32.786,-3186.5,-262.0,52.5,-2439.5,1771.0
7629,09:30:32.788,-3175.0,-248.0,54.0,-2531.5,1717.5
7631,09:30:32.790,-3162.5,-198.5,55.0,-2608.0,1662.0
7633,09:30:32.792,-3149.5,-360.0,56.0,-2706.5,1552.0
7635,09:30:32.794,-3142.5,-398.0,56.5,-2481.0,1511.5
7637,09:30:32.796,-3139.0,-390.5,56.5,-1923.0,1602.5
7639,09:30:32.798,-3138.5,-167.0,56.0,-1212.0,1774.0
7641,09:30:32.800,-3137.5,-22.5,54.5,-653.5,1831.0
7643,09:30:32.802,-3136.5,-139.5,52.5,-215.5,1694.0
7645,09:30:32.804,-3129.5,-330.0,49.5,-51.5,1465.0
7647,09:30:32.806,-3119.5,-353.5,46.5,246.0,1377.5
7649,09:30:32.808,-3106.5,-145.0,45.0,318.0,1400.5
7651,09:30:32.810,-3093.0,66.0,44.0,268.0,1402.5
7653,09:30:32.812,-3078.5,322.5,44.5,90.0,1354.0
7655,09:30:32.814,-3071.0,884.5,45.5,-2357.0,1983.0
7657,09:30:32.816,-3065.5,760.0,46.5,-2384.0,1971.5
7659,09:30:32.818,-3066.0,267.5,47.0,-2439.0,1646.0
7661,09:30:32.820,-3065.0,127.5,47.5,-2610.5,1506.0
7663,09:30:32.822,-3064.5,157.0,48.5,-2784.5,1538.0
7665,09:30:32.824,-3060.0,196.0,49.5,-2900.0,1612.0
7667,09:30:32.826,-3050.0,83.0,51.0,-2538.0,1588.0
7669,09:30:32.828,-3036.0,-5.5,52.0,-336.5,1502.0
7671,09:30:32.830,-3023.0,-175.0,53.0,348.0,1411.5
7673,09:30:32.832,-3009.0,-235.5,53.5,1156.0,1300.0
7675,09:30:32.834,-2999.0,-430.5,53.5,1813.0,1045.0
7677,09:30:32.836,-2996.5,-538.0,52.0,2429.5,753.0
7679,09:30:32.838,-2995.5,-604.0,51.0,3060.5,629.5
7681,09:30:32.840,-2996.5,-371.5,50.5,3487.0,653.5
7683,09:30:32.842,-2995.0,-154.5,49.5,3736.5,759.0
7685,09:30:32.844,-2990.5,-125.0,49.0,3805.0,829.5
7687,09:30:32.846,-2981.0,-108.0,48.0,3803.0,943.5
7689,09:30:32.848,-2966.5,-94.0,47.0,3851.5,987.0
7691,09:30:32.850,-2953.0,44.0,47.0,4006.0,1046.0
7693,09:30:32.852,-2941.0,131.0,48.0,3985.0,1017.0
7695,09:30:32.854,-2931.5,-20.0,49.0,4056.5,885.5
7697,09:30:32.856,-2926.5,-250.0,51.0,4163.0,659.0
7699,09:30:32.858,-2899.5,-363.5,53.5,4262.5,538.5
7701,09:30:32.860,-2571.5,-373.5,55.0,4315.5,546.5
7703,09:30:32.862,-2086.0,-256.5,55.5,4301.5,649.5
7705,09:30:32.864,-1618.0,-190.0,55.0,4212.5,671.5
7707,09:30:32.866,-1235.5,-335.0,53.5,4075.0,563.5
7709,09:30:32.868,-947.0,-389.5,51.5,3936.0,364.0
7711,09:30:32.870,-458.5,-276.5,50.5,3820.5,270.5
7713,09:30:32.872,76.0,-495.0,51.0,3736.0,179.5
7715,09:30:32.874,469.5,-784.0,52.0,3706.0,-35.5
7717,09:30:32.876,659.0,-787.5,54.0,3792.5,-229.5
7719,09:30:32.878,1030.5,-706.5,57.0,3826.0,-357.5
7721,09:30:32.880,1420.5,-716.0,58.5,3813.5,-405.0
7723,09:30:32.882,1886.5,-857.0,59.0,3764.0,-502.5
7725,09:30:32.884,2247.5,-901.5,59.5,3647.5,-571.0
7727,09:30:32.886,2399.5,-885.5,60.0,3404.0,-559.5
7729,09:30:32.888,2529.5,-942.0,60.0,3252.5,-638.0
7731,09:30:32.890,2800.0,-974.0,59.5,3256.0,-751.5
7733,09:30:32.892,3004.5,-1096.0,59.0,3104.0,-925.0
7735,09:30:32.894,3143.0,-1277.5,58.5,3252.0,-1014.0
7737,09:30:32.896,3194.0,-1280.5,58.5,3558.5,-939.5
7739,09:30:32.898,3240.5,-1190.5,59.5,3765.5,-787.5
7741,09:30:32.900,3180.0,-1304.0,60.0,3939.0,-704.0
7743,09:30:32.902,2842.5,-1507.0,60.5,3961.5,-674.0
7745,09:30:32.904,2504.5,-1381.5,60.0,3923.0,-745.0
7747,09:30:32.906,2725.0,-1032.5,58.0,3949.0,-794.0
7749,09:30:32.908,2893.0,-945.0,56.0,3974.0,-852.0
7751,09:30:32.910,2922.0,-986.5,55.0,3989.0,-1032.5
7753,09:30:32.912,2550.5,-1121.0,54.0,3993.0,-1127.5
7755,09:30:32.914,2267.5,-813.5,53.5,3884.0,-1098.0
7757,09:30:32.916,2154.0,-531.5,53.0,3728.5,-1122.5
7759,09:30:32.918,1952.0,-640.0,51.5,3559.5,-1304.0
7761,09:30:32.920,1648.0,-796.0,49.5,3750.5,-1442.0
7763,09:30:32.922,1446.5,-866.0,47.5,3883.0,-1768.5
7765,09:30:32.924,947.0,-1048.0,47.0,3849.5,-2064.5
7767,09:30:32.926,436.5,-1088.0,48.0,3830.5,-2109.0
7769,09:30:32.928,96.0,-1059.0,49.0,3844.0,-2114.0
7771,09:30:32.930,-315.0,-894.0,50.0,3874.0,-2127.5
7773,09:30:32.932,-750.5,-678.0,50.5,3910.5,-1953.0
7775,09:30:32.934,-955.0,-482.5,51.0,3934.5,-1907.5
7777,09:30:32.936,-820.0,-572.0,51.0,3932.5,-2065.5
7779,09:30:32.938,-575.5,-467.5,51.0,3907.0,-2119.5
7781,09:30:32.940,-319.0,92.5,52.0,3862.0,-1854.5
7783,09:30:32.942,-547.0,114.0,52.5,3818.5,-1804.0
7785,09:30:32.944,-1187.0,-90.5,53.0,3786.5,-1850.0
7787,09:30:32.946,-1783.5,2.5,52.5,3773.5,-1885.5
7789,09:30:32.948,-2000.5,-3.5,51.5,3784.0,-1807.5
7791,09:30:32.950,-2115.0,132.0,50.0,3809.5,-1753.5
7793,09:30:32.952,-2315.0,281.0,48.5,3831.5,-1634.5
7795,09:30:32.954,-2440.5,333.5,48.0,3845.0,-1441.0
7797,09:30:32.956,-2472.5,544.5,47.5,3837.5,-1159.0
7799,09:30:32.958,-2560.0,985.0,47.5,3811.5,-771.5
7801,09:30:32.960,-2703.5,1219.5,47.5,3777.0,-473.5
7803,09:30:32.962,-2481.0,1501.5,47.5,3743.5,-113.5
7805,09:30:32.964,-2089.5,1761.0,47.0,3722.0,274.5
7807,09:30:32.966,-1887.0,1690.0,46.0,3712.5,440.5
7809,09:30:32.968,-1920.5,1478.5,44.5,3723.5,537.0
7811,09:30:32.970,-1995.0,1423.0,42.0,3740.0,684.5
7813,09:30:32.972,-2012.0,1374.0,40.0,3753.5,718.5
7815,09:30:32.974,-2013.5,1131.0,38.0,3757.5,628.0
7817,09:30:32.976,-2001.5,923.5,37.0,3748.0,507.0
7819,09:30:32.978,-1946.5,866.0,36.0,3725.0,539.5
7821,09:30:32.980,-1943.5,886.0,35.5,3693.5,792.5
7823,09:30:32.982,-1890.5,914.0,35.5,3597.5,842.0
7825,09:30:32.984,-1616.5,1110.5,36.5,3485.5,854.0
7827,09:30:32.986,-1337.0,1249.5,39.0,3524.5,899.0
7829,09:30:32.988,-1057.5,1137.0,42.0,3539.0,904.5
7831,09:30:32.990,-762.5,1119.0,44.5,3463.5,899.5
7833,09:30:32.992,-516.0,1169.0,45.5,3404.0,917.0
7835,09:30:32.994,-241.0,1189.5,46.5,3358.0,852.0
7837,09:30:32.996,90.5,1162.5,47.0,3058.0,706.0
7839,09:30:32.998,-21.5,977.5,46.5,2686.0,429.5
7841,09:30:33,-298.0,711.5,45.5,2563.0,98.0
7843,09:30:33.002,-463.5,501.0,44.5,2544.0,-180.5
7845,09:30:33.004,-713.5,425.0,43.0,2528.5,-256.0
7847,09:30:33.006,-665.0,491.0,41.5,2464.5,-185.5
7849,09:30:33.008,-660.5,345.0,40.5,2396.0,-221.5
7851,09:30:33.010,-754.5,287.0,39.5,2413.0,-284.0
7853,09:30:33.012,-828.0,519.0,39.0,2436.5,-89.5
7855,09:30:33.014,-553.5,678.5,38.5,2002.0,118.5
7857,09:30:33.016,-195.5,1534.0,38.5,-1719.5,897.0
7859,09:30:33.018,-469.5,1329.0,38.5,-2885.5,837.5
7861,09:30:33.020,-793.5,1074.0,38.5,-2415.0,441.0
7863,09:30:33.022,-1037.5,850.5,38.5,-2556.5,232.5
7865,09:30:33.024,-996.5,737.0,39.0,-1664.0,137.5
7867,09:30:33.026,-1092.5,725.5,39.0,-229.5,93.0
7869,09:30:33.028,-1121.5,656.5,39.5,385.5,69.0
7871,09:30:33.030,-1183.5,539.5,41.0,852.0,42.5
7873,09:30:33.032,-1443.0,462.5,40.5,1488.5,-3.5
7875,09:30:33.034,-1732.0,496.0,38.5,2470.5,-53.0
7877,09:30:33.036,-1946.0,528.0,35.5,3536.5,-111.0
7879,09:30:33.038,-2421.5,568.5,33.0,4261.0,-247.5
7881,09:30:33.040,-2763.0,547.0,32.0,4600.0,-324.0
7883,09:30:33.042,-2313.0,625.5,31.5,4539.5,-226.5
7885,09:30:33.044,-1769.5,618.0,32.0,4124.5,-143.0
7887,09:30:33.046,-1652.0,810.0,33.5,3526.0,-29.0
7889,09:30:33.048,-1704.5,918.0,34.5,2975.5,130.5
7891,09:30:33.050,-1563.5,909.0,34.0,2667.5,249.0
7893,09:30:33.052,-1461.5,1007.0,33.5,2704.0,443.5
7895,09:30:33.054,-1408.5,1156.0,32.5,3045.5,550.5
7897,09:30:33.056,-1219.5,1207.0,32.0,3544.0,604.0
7899,09:30:33.058,-1144.0,1051.0,31.5,4004.5,492.0
7901,09:30:33.060,-978.5,954.5,30.0,4255.0,452.5
7903,09:30:33.062,-623.5,879.5,28.5,4214.5,423.5
7905,09:30:33.064,-340.0,968.5,27.0,3916.5,572.5
7907,09:30:33.066,29.0,1146.5,26.0,3479.0,814.0
7909,09:30:33.068,447.5,1265.5,24.5,3077.5,1096.0
7911,09:30:33.070,727.0,1131.5,23.5,2851.5,1162.5
7913,09:30:33.072,1194.0,909.5,23.0,2866.5,1109.5
7915,09:30:33.074,1684.5,777.5,23.0,3100.5,1077.0
7917,09:30:33.076,2071.0,821.5,23.0,3446.5,1150.0
7919,09:30:33.078,2472.0,939.0,22.5,3768.5,1326.5
7921,09:30:33.080,2948.5,1138.5,21.5,3946.0,1506.0
7923,09:30:33.082,3315.5,1174.0,21.5,3923.0,1636.0
7925,09:30:33.084,3657.0,1124.0,22.0,3723.5,1733.0
7927,09:30:33.086,3919.0,1086.0,22.0,3426.5,1684.0
7929,09:30:33.088,3968.0,994.0,21.5,3151.0,1534.5
7931,09:30:33.090,4019.5,893.0,21.0,2991.5,1401.5
7933,09:30:33.092,4100.5,853.0,19.5,2994.5,1372.0
7935,09:30:33.094,4176.0,871.5,17.5,3139.0,1461.5
7937,09:30:33.096,4219.0,858.0,16.0,3360.5,1505.0
7939,09:30:33.098,4212.0,685.0,14.5,3567.0,1515.0
7941,09:30:33.100,4159.0,306.5,13.5,3685.0,1429.5
7943,09:30:33.102,4078.5,68.0,12.0,3674.5,1363.0
7945,09:30:33.104,4001.0,311.5,10.5,3552.0,1400.5
7947,09:30:33.106,3950.0,770.5,9.5,3368.5,1546.5
7949,09:30:33.108,3939.5,730.0,8.0,3194.5,1538.5
7951,09:30:33.110,3969.0,416.5,7.0,3091.5,1352.5
7953,09:30:33.112,4021.0,263.0,6.0,2920.5,1120.0
7955,09:30:33.114,4075.5,235.5,5.5,3006.0,998.5
7957,09:30:33.116,4109.5,186.0,5.5,3321.0,933.0
7959,09:30:33.118,4107.0,140.5,6.0,3393.5,811.5
7961,09:30:33.120,4073.5,68.0,6.0,3450.5,747.5
7963,09:30:33.122,4019.0,30.0,6.5,3437.5,761.5
7965,09:30:33.124,3960.0,-124.5,6.5,3376.0,730.5
7967,09:30:33.126,3918.0,-230.5,6.5,3287.0,569.5
7969,09:30:33.128,3905.0,-380.5,7.0,3211.0,318.0
7971,09:30:33.130,3917.0,-442.5,8.5,3165.0,184.5
7973,09:30:33.132,3947.5,-426.5,10.0,3154.0,158.5
7975,09:30:33.134,3980.0,-413.5,10.5,3180.5,96.5
7977,09:30:33.136,4005.0,-528.5,11.0,3220.5,-52.5
7979,09:30:33.138,4006.5,-794.0,11.0,3256.5,-286.0
7981,09:30:33.140,3987.0,-832.5,11.5,3274.5,-457.0
7983,09:30:33.142,3953.5,-904.5,12.0,3271.5,-635.0
7985,09:30:33.144,3912.5,-517.5,11.5,3249.5,-619.5
7987,09:30:33.146,3879.5,-547.0,11.5,3221.5,-767.5
7989,09:30:33.148,3862.5,-873.0,12.0,3198.0,-1089.0
7991,09:30:33.150,3862.0,-1142.5,11.0,3180.5,-1350.5
7993,09:30:33.152,3876.0,-1216.0,11.0,3168.5,-1599.5
7995,09:30:33.154,3893.5,-1017.0,11.5,3160.0,-1634.0
7997,09:30:33.156,3908.0,-1031.5,13.0,3150.5,-1823.0
7999,09:30:33.158,3912.0,-1178.5,14.5,3142.0,-2044.0
8001,09:30:33.160,3904.0,-981.0,15.5,3134.5,-2079.0
8003,09:30:33.162,3883.0,302.0,16.5,3132.5,-720.0
8005,09:30:33.164,3856.5,-197.5,17.5,3138.5,-1049.0
8007,09:30:33.166,3834.5,-975.0,18.0,3155.0,-1713.0
8009,09:30:33.168,3814.5,-1124.0,17.0,3167.0,-1950.5
8011,09:30:33.170,3807.0,-1125.5,16.5,3167.5,-2092.5
8013,09:30:33.172,3808.0,-964.5,15.5,3154.0,-2170.0
8015,09:30:33.174,3812.5,-736.5,15.0,3124.0,-2191.5
8017,09:30:33.176,3821.0,-1078.5,15.0,3082.0,-2453.0
8019,09:30:33.178,3826.0,-1543.0,14.5,3045.0,-2828.0
8021,09:30:33.180,3825.0,-1684.0,12.5,3024.0,-3101.0
8023,09:30:33.182,3814.5,-1571.0,10.0,3023.0,-3131.5
8025,09:30:33.184,3799.0,-1516.0,8.5,3047.5,-3247.0
8027,09:30:33.186,3780.5,-1478.5,9.0,3082.5,-3320.5
8029,09:30:33.188,3763.0,-1390.0,10.5,3116.5,-3216.0
8031,09:30:33.190,3749.0,-1190.5,14.0,3131.0,-3057.5
8033,09:30:33.192,3740.5,-1024.0,18.0,3118.0,-2934.5
8035,09:30:33.194,3736.5,-935.0,21.5,3075.5,-2805.0
8037,09:30:33.196,3741.0,-966.0,24.0,3018.0,-2808.0
8039,09:30:33.198,3744.0,-1098.0,26.0,2965.0,-2988.5
8041,09:30:33.200,3744.5,-1396.5,27.5,2933.0,-3377.0
8043,09:30:33.202,3745.0,-1514.0,29.0,2930.5,-3561.0
8045,09:30:33.204,3736.5,-1271.5,30.0,2963.0,-3436.5
8047,09:30:33.206,3722.5,-1209.5,30.0,3010.0,-3490.0
8049,09:30:33.208,3706.5,-1258.0,29.0,3056.5,-3579.0
8051,09:30:33.210,3690.5,-930.5,27.5,3077.0,-3282.5
8053,09:30:33.212,3677.0,-416.5,26.0,3063.5,-2890.5
8055,09:30:33.214,3668.0,56.0,24.0,3018.0,-2553.0
8057,09:30:33.216,3666.0,136.0,22.0,2954.0,-2340.0
8059,09:30:33.218,3667.5,-38.5,19.5,2892.0,-2279.5
8061,09:30:33.220,3670.5,-171.5,18.5,2858.0,-2331.5
8063,09:30:33.222,3673.5,-237.0,18.0,2855.5,-2331.5
8065,09:30:33.224,3672.0,-328.5,18.5,2888.5,-2314.0
8067,09:30:33.226,3663.5,-372.0,19.0,2940.5,-2328.0
8069,09:30:33.228,3647.5,-165.5,19.5,2987.5,-2163.0
8071,09:30:33.230,3629.5,59.0,20.5,3012.5,-1991.0
8073,09:30:33.232,3613.5,325.5,21.5,3001.0,-1957.5
8075,09:30:33.234,3600.0,231.5,22.0,2955.0,-1999.5
8077,09:30:33.236,3594.0,208.5,23.5,2890.0,-2013.5
8079,09:30:33.238,3592.5,498.5,25.5,2828.0,-1839.5
8081,09:30:33.240,3599.0,637.0,26.5,2792.5,-1755.5
8083,09:30:33.242,3603.5,409.5,27.0,2791.0,-1955.0
8085,09:30:33.244,3604.0,-21.5,27.5,2820.5,-2293.5
8087,09:30:33.246,3597.5,-163.0,27.5,2870.5,-2406.0
8089,09:30:33.248,3584.5,-291.0,27.0,2917.0,-2472.5
8091,09:30:33.250,3568.5,-445.5,26.0,2940.5,-2656.5
8093,09:30:33.252,3548.5,-472.5,25.5,2929.0,-2800.0
8095,09:30:33.254,3534.5,-580.5,25.5,2888.0,-2985.5
8097,09:30:33.256,3527.5,-615.0,25.5,2829.0,-3022.5
8099,09:30:33.258,3525.0,-678.5,26.0,2772.0,-3017.0
8101,09:30:33.260,3529.5,-671.5,26.5,2735.5,-3075.0
8103,09:30:33.262,3534.0,-577.0,25.5,2731.5,-3163.0
8105,09:30:33.264,3536.0,-682.0,25.0,2758.0,-3240.5
8107,09:30:33.266,3528.5,-829.5,25.0,2802.0,-3282.0
8109,09:30:33.268,3433.5,-737.5,26.0,2843.0,-3250.0
