,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
3181,09:30:28.340,26.3744,12.7035,12.3396,8.9304,29.287,22.6046,19.8532,24.3142,13.132,30.605,11.3787,16.1411,-7.7886,18.3423,18.1497,22.734,28.0135,18.6312,11.8041,23.8054,26.1274,9.8234,9.6098,19.7164,19.4003
3183,09:30:28.342,32.9382,16.6529,19.5882,17.2942,33.8,31.2541,26.6236,33.4944,21.4299,39.6449,16.3721,21.7318,-1.9154,21.0168,25.7557,30.416,35.6085,25.7937,21.1295,30.8616,34.5132,13.9428,19.2321,22.242,29.8738
3185,09:30:28.344,40.6035,22.352,26.4242,24.119,37.805,39.2069,32.7954,42.5153,29.8223,48.4665,21.576,27.8751,6.501,26.5187,33.0312,37.2437,42.7512,32.5259,29.9679,37.434,42.0311,18.3037,29.363,23.879,39.3105
3187,09:30:28.346,45.8616,27.6733,30.473,27.6192,39.318,43.7794,36.1601,48.2332,34.9576,53.884,24.8763,32.0335,13.6194,31.949,37.3319,40.6998,46.8513,36.4523,35.456,40.9214,45.9928,20.9739,36.8718,23.5989,44.7083
3189,09:30:28.348,45.7585,31.043,30.2477,26.4892,36.8868,42.966,35.1745,48.0549,35.0811,54.1646,24.7588,32.0545,17.2662,33.2291,36.8347,39.142,46.0833,35.8732,35.6518,39.5368,44.3551,20.2751,39.189,20.6279,43.461
3191,09:30:28.350,40.3715,32.0121,26.0809,21.0162,30.8197,37.04,30.1536,42.0342,31.0194,50.5927,21.4232,27.9017,17.802,28.7844,31.8627,33.0744,40.8216,31.0447,30.9633,33.7388,37.4552,16.3085,36.1251,15.3841,35.687
3193,09:30:28.352,32.5071,30.9613,19.6827,12.9148,22.9434,28.3038,23.0047,32.8509,25.0731,46.2406,16.3738,21.4871,17.1977,20.7852,24.4338,24.6331,33.2614,23.8422,23.628,25.7689,27.8668,10.8469,29.6546,9.319,24.4796
3195,09:30:28.354,25.4269,28.6283,13.0847,4.3379,15.4508,19.5381,16.0826,24.0112,19.3709,43.579,11.2589,15.1913,17.5264,13.3312,16.8487,16.1619,25.958,16.4828,16.1305,18.1265,18.8146,5.9434,22.3862,4.0233,14.0356
3197,09:30:28.356,20.9342,25.8366,7.9098,-2.9029,9.9477,12.6786,11.2015,17.9859,15.0949,43.2995,7.1575,10.6181,19.8294,9.633,10.7281,9.2825,20.6736,10.5661,10.1128,12.4595,12.629,2.7248,16.3392,0.5185,7.397
3199,09:30:28.358,19.1492,23.3096,5.1548,-7.5325,7.1861,8.5471,9.2432,15.5312,12.6033,44.8621,4.6419,8.3699,23.6516,10.4766,6.9635,4.8738,18.1205,6.9318,6.3226,9.4272,10.1847,1.3219,12.6785,-0.8174,5.4215
3201,09:30:28.360,19.3724,21.4123,5.0994,-8.86,7.1829,7.2071,10.134,16.0682,11.69,47.3995,4.0087,8.3854,27.2785,14.528,5.9422,3.3042,18.1823,5.861,4.9483,8.9918,11.1341,1.5443,11.8042,0.0005,7.172
3203,09:30:28.362,20.7507,19.9507,7.1948,-7.0456,9.3368,8.1676,12.9469,18.3027,11.6565,49.8548,5.1494,10.1183,28.6554,19.5616,7.4377,4.3273,20.0824,7.0844,5.6565,10.5433,14.3105,3.2878,13.2033,2.6652,10.8709
3205,09:30:28.364,22.3129,18.2864,10.2545,-3.2599,12.5628,10.3479,16.2096,20.6657,11.5263,50.784,7.3006,12.5264,26.6228,23.5844,10.4104,6.8896,22.5314,9.7012,7.4845,12.9451,18.0852,6.2836,15.3833,6.4783,14.671
3207,09:30:28.366,22.9092,15.8003,13.1181,0.7862,15.637,12.2989,18.4998,21.7248,10.5977,48.7995,9.2636,14.3281,21.6968,25.4099,13.344,9.4516,24.1469,12.4446,9.1357,14.8957,20.8509,9.7263,16.5078,10.3653,17.1185
3209,09:30:28.368,21.572,12.4199,15.324,3.7843,17.6716,12.8799,19.0503,20.6837,8.914,43.549,10.1417,14.6299,15.7963,24.6328,15.1173,10.8256,24.0724,14.3147,9.6902,15.5516,21.6322,12.4505,15.5355,13.213,17.4678
3211,09:30:28.370,18.122,8.819,17.1314,5.4321,18.3886,11.8981,17.9433,17.7085,7.135,36.112,9.947,13.4286,11.1309,21.2037,15.6484,10.8281,22.3283,15.0627,9.1019,14.8843,20.4592,13.6215,12.8746,14.3712,15.8563
3213,09:30:28.372,13.4616,6.0869,18.8961,6.18,18.0335,10.1051,15.8255,13.7764,5.9347,28.2556,9.4739,11.5167,9.0939,15.1612,15.6903,10.1555,19.6149,15.1054,8.0159,13.459,18.2093,13.2872,9.9342,13.9805,13.2066
3215,09:30:28.374,9.2596,5.0357,20.5411,6.5306,17.1076,8.5675,13.4922,10.141,5.5625,21.3632,9.5856,9.9166,9.8322,7.0589,16.0455,9.6774,16.8024,15.0409,7.1671,11.9281,16.0607,12.2703,8.0782,12.9025,10.813
3217,09:30:28.376,7.1729,5.6234,21.7103,6.7006,16.153,7.9931,11.644,7.7895,5.9174,16.1423,10.6066,9.3493,12.4791,-1.2556,16.996,9.8318,14.5388,15.2639,6.9664,10.7269,14.9581,11.5263,7.9619,12.2705,9.7452
3219,09:30:28.378,7.9794,6.9696,22.2897,6.853,15.5891,8.4877,10.7508,7.1277,6.807,13.058,12.2784,10.0168,15.6405,-6.7947,18.3405,10.5165,13.11,15.8854,7.4777,10.0617,15.299,11.5231,9.574,12.8663,10.313
3221,09:30:28.380,11.0385,7.9947,22.5107,7.3308,15.5069,9.6885,10.8405,7.8743,7.9309,12.4805,14.0955,11.5846,17.8773,-7.2858,19.7044,11.2971,12.3991,16.7548,8.4983,9.9067,16.7962,12.0687,12.479,14.6611,11.8917
3223,09:30:28.382,14.45,8.1391,22.4401,8.3952,15.5196,10.9685,11.333,9.138,8.673,14.1025,15.5688,13.2442,18.1589,-3.4884,20.6579,11.6015,11.8792,17.4107,9.5245,9.8918,18.5006,12.5857,15.8075,16.8397,13.3125
3225,09:30:28.384,15.9888,7.4945,21.5488,9.7403,14.9131,11.593,11.25,9.764,8.1945,16.4652,16.2532,13.9587,16.1855,0.5513,20.6611,10.8549,10.7879,17.1226,9.7896,9.3262,19.1115,12.5336,18.2275,18.3412,13.6371
3227,09:30:28.386,14.328,6.2638,19.0334,10.4604,13.0945,10.9127,9.8126,8.886,5.9698,17.5619,15.7355,12.9432,12.3645,0.3393,19.1675,8.674,8.529,15.2263,8.5951,7.5529,17.5639,11.6607,18.3556,18.5169,12.6951
3229,09:30:28.388,9.7095,4.2386,14.6129,9.6222,9.9673,8.5934,6.9298,6.324,2.2622,16.1868,13.7498,10.0827,7.4668,-5.3026,15.9462,5.0698,5.0222,11.5773,5.7343,4.3895,13.5435,9.9602,15.4934,17.3457,10.8453
3231,09:30:28.390,3.5887,1.0372,8.9079,6.8683,5.9068,4.7395,3.1096,2.5011,-2.0066,12.6641,10.3394,5.9046,2.3517,-13.1153,11.2996,0.4587,0.6845,6.6957,1.5797,0.2237,7.5459,7.4696,10.0348,15.0772,8.2209
3233,09:30:28.392,-2.347,-3.0206,3.0442,2.5025,1.4825,-0.14,-1.0313,-1.9457,-5.8586,8.2482,5.9101,1.171,-1.9672,-18.1365,5.9603,-4.5199,-3.8735,1.4808,-3.2124,-4.2648,0.5322,4.2123,3.1916,11.8167,4.4338
3235,09:30:28.394,-6.9183,-6.4291,-1.8956,-2.7974,-2.636,-5.188,-5.0154,-6.3485,-8.6862,4.0168,1.1795,-3.4029,-4.2494,-17.6873,0.8727,-9.1208,-8.03,-3.133,-7.9464,-8.3405,-6.3827,0.4633,-3.5881,7.665,-0.6712
3237,09:30:28.396,-9.5225,-7.2479,-4.8986,-8.1309,-5.5077,-9.225,-8.2431,-9.8206,-10.1668,0.5123,-2.9099,-7.0301,-3.5348,-12.8697,-2.8791,-12.4207,-11.0474,-6.2313,-11.794,-11.1534,-11.9843,-2.8891,-8.9681,3.3306,-5.9502
3239,09:30:28.398,-9.8856,-4.6905,-4.8276,-12.336,-5.9552,-10.9814,-9.7464,-11.2038,-10.0435,-1.7881,-5.388,-8.7271,-0.1349,-6.6202,-4.1663,-13.3632,-12.0387,-6.8894,-13.7069,-11.7157,-15.0607,-4.4185,-11.8626,0.3713,-9.0572
3241,09:30:28.400,-8.0213,-0.1021,-0.8957,-14.257,-3.2182,-9.7354,-8.6196,-9.6745,-8.2808,-2.2369,-5.6839,-7.7424,3.9293,-0.8672,-2.3124,-11.2708,-10.4038,-4.538,-12.8651,-9.3715,-14.9253,-2.9578,-11.7724,0.3958,-8.1638
3243,09:30:28.402,-4.3882,3.755,6.1505,-13.5359,2.1533,-6.0261,-4.9618,-5.6784,-5.473,-0.6522,-4.1133,-4.3796,5.9615,4.2613,2.145,-6.5923,-6.5121,0.3134,-9.5089,-4.5623,-12.092,1.3373,-9.2797,3.669,-3.8553
3245,09:30:28.404,0.1807,4.6702,13.4531,-11.2572,8.1306,-1.6815,-0.3174,-1.1385,-2.8439,1.9437,-1.9355,-0.2899,4.6045,9.0199,7.2447,-1.0847,-1.8631,5.7879,-5.2482,0.9687,-8.2933,6.6249,-6.0261,8.4433,0.8369
3247,09:30:28.406,4.8939,2.5858,17.3357,-9.5185,12.2553,1.1921,3.1172,1.6485,-1.5283,3.6746,-0.6709,2.4064,1.0862,12.7116,10.566,3.0691,1.706,9.4762,-2.2097,5.0705,-5.4625,10.2782,-3.756,11.8885,2.6237
3249,09:30:28.408,9.323,-0.4705,15.8793,-9.9596,13.2101,1.6013,4.0154,1.6547,-1.7029,3.213,-1.0635,2.6031,-1.5958,14.1401,10.8411,4.6653,3.2325,9.9978,-1.5675,6.6028,-4.396,10.5207,-3.0893,12.0175,0.4495
3251,09:30:28.410,13.2595,-1.9714,10.5061,-12.4827,11.5914,0.2512,2.8208,-0.1835,-2.4438,0.852,-2.5496,0.9567,-0.9359,13.0792,8.8298,4.2095,3.2048,7.9658,-2.7716,6.1364,-4.3145,7.5352,-3.2406,9.0044,-3.9812
3253,09:30:28.412,16.378,-0.6597,4.8967,-15.3814,9.2503,-1.1853,1.2298,-1.8611,-2.4975,-1.8631,-3.7403,-0.8038,3.3569,10.806,6.6066,3.3247,3.0158,5.4257,-4.172,5.3159,-3.7345,3.1881,-3.0423,4.8345,-7.8991
3255,09:30:28.414,18.2765,2.7871,2.1066,-16.7389,7.8737,-1.3931,0.8173,-1.8885,-1.233,-3.4772,-3.5107,-1.313,9.5419,9.0636,5.9077,3.4218,3.8587,4.2547,-4.3782,5.5355,-1.761,-0.3108,-2.2014,1.7435,-9.5228
3257,09:30:28.416,18.9024,6.4937,2.5329,-15.7195,8.0426,-0.1353,2.08,-0.1113,1.073,-3.5149,-1.7407,-0.4214,15.4251,8.6836,7.0466,4.8292,6.0392,4.9583,-3.0779,7.125,1.4319,-1.6878,-1.4329,0.8573,-8.649
3259,09:30:28.418,18.7019,8.8426,4.4517,-12.6375,9.3535,2.069,4.5564,2.7265,3.7139,-2.231,0.8472,1.117,19.7246,9.2546,9.2109,6.9786,9.1077,6.7953,-0.7816,9.5591,5.2008,-0.9649,-1.3845,1.9832,-5.8419
3261,09:30:28.420,18.0925,9.6169,6.2153,-8.0806,11.1453,4.6824,7.5664,5.8793,6.1796,0.1004,3.4423,2.5246,22.268,9.8406,11.5368,9.1838,12.409,8.8116,1.9168,12.1682,9.2464,1.042,-1.6446,4.3069,-1.6516
3263,09:30:28.422,16.8342,10.0793,7.7228,-2.2918,13.0232,7.4644,10.7104,8.9775,8.3613,3.3703,5.7195,3.5214,23.4181,9.7768,13.7703,11.1618,15.4663,10.6369,4.711,14.5729,13.734,3.43,-1.015,7.1095,3.3034
3265,09:30:28.424,14.2425,11.8861,9.8898,4.5045,14.8611,10.2384,13.8103,11.7869,10.334,7.2369,7.789,4.2094,23.5969,8.9564,16.0292,12.9626,18.0265,12.4117,7.4114,16.6324,18.7549,5.5997,1.2211,9.9669,7.9901
3267,09:30:28.426,10.2359,15.5162,13.071,11.3739,16.5462,12.6217,16.6348,13.9575,12.0856,10.8807,9.7168,4.7172,23.1682,7.7805,18.1997,14.6175,19.9608,14.1997,9.6939,18.2391,23.8666,7.2806,4.3942,12.5792,11.2462
3269,09:30:28.428,6.0319,19.4088,16.2665,16.5727,17.8142,14.1035,18.8046,15.1285,13.4362,13.3385,11.1357,4.995,22.3565,6.9361,19.7035,15.9234,21.1657,15.6115,11.123,19.2375,28.1878,8.3917,6.8439,14.6083,12.511
3271,09:30:28.430,3.4913,20.7048,17.8023,18.4007,18.2661,14.3159,19.9048,15.1303,14.1234,14.0457,11.3005,4.794,21.0945,6.8282,19.7866,16.4701,21.4656,15.948,11.3402,19.4285,30.8102,8.8865,7.2057,15.6689,12.0391
3273,09:30:28.432,3.6374,17.304,16.604,16.3094,17.5228,13.1888,19.6452,13.9806,13.9679,13.0708,9.5743,3.7682,19.133,6.854,17.9775,15.8301,20.6,14.6405,10.1972,18.5953,31.1025,8.666,5.4263,15.4331,10.3234
3275,09:30:28.434,5.9238,9.7059,12.8762,11.3433,15.5043,10.9947,18.0502,11.8575,13.0793,11.0808,6.0352,1.7727,16.525,5.4707,14.4081,13.8737,18.4773,11.6615,7.869,16.6792,28.8778,7.6564,2.7751,13.849,7.6449
3277,09:30:28.436,9.0115,1.0308,7.8914,5.6349,12.7351,8.4463,15.6874,9.3624,11.975,9.329,1.7521,-0.6933,13.9245,1.6962,9.9335,11.1075,15.6241,7.727,5.0366,14.1314,24.6179,6.0549,1.0295,11.4381,4.5543
3279,09:30:28.438,12.0511,-4.9674,3.3517,1.3915,10.3469,6.7051,13.6958,7.801,11.3814,9.4991,-1.6114,-2.3648,12.0996,-3.0389,5.9661,8.7021,13.3129,4.1535,2.8997,12.0518,19.598,4.4937,1.4676,9.3761,2.6383
3281,09:30:28.440,14.9297,-6.3747,0.7163,-0.0243,9.4932,6.9092,13.2623,8.7517,11.6744,12.9109,-2.7769,-1.8905,10.9974,-4.9443,3.8673,7.8873,12.8905,2.2514,2.6456,11.646,15.4319,3.7912,4.1833,8.9706,4.0851
3283,09:30:28.442,17.3374,-4.1539,0.5498,1.4089,10.4234,9.239,14.6672,12.7733,12.3558,19.2308,-1.7751,0.9648,9.491,-0.7094,4.0475,8.9523,14.6047,2.4389,4.5088,13.1741,13.0026,4.3097,7.9879,10.6512,9.7524
3285,09:30:28.444,18.0806,-1.1287,2.0708,4.3877,12.0099,12.2948,16.6938,18.2935,12.1334,25.8473,-0.0296,4.6775,6.3848,9.0195,5.4414,10.7022,16.9828,3.7174,7.2358,15.3338,11.6232,5.4524,10.9631,13.3098,17.4834
3287,09:30:28.446,15.803,0.006,3.3941,6.8259,12.3417,13.642,17.1826,22.0314,9.724,28.994,0.5922,6.7339,1.7708,19.0078,6.0166,11.0687,17.5767,4.133,8.6751,15.8927,9.4376,5.8852,11.4421,14.847,22.7704
3289,09:30:28.448,10.4509,-1.9234,2.6706,6.8169,10.0797,11.4044,14.5519,21.0448,4.8129,26.1737,-0.9359,5.369,-2.8,22.8139,4.1487,8.5752,14.679,2.1016,7.2187,13.2589,5.012,4.4608,8.8506,13.7582,21.7472
3291,09:30:28.450,3.7353,-6.4004,-0.5555,3.6313,5.4854,5.6756,9.0799,14.8356,-1.5904,17.9897,-4.1885,0.8189,-5.6776,17.4907,-0.1834,3.4744,8.6181,-2.3865,2.9332,7.6929,-1.2087,1.1182,3.8683,10.4462,14.0535
3293,09:30:28.452,-2.0929,-11.7594,-4.92,-1.8222,0.2604,-1.4663,2.8103,5.7164,-7.6267,7.8252,-7.7331,-4.9477,-6.5889,5.5814,-5.3648,-2.3938,1.5527,-7.6849,-2.5392,1.1281,-6.9508,-3.0083,-2.0918,6.9838,3.0571
3295,09:30:28.454,-5.8959,-15.7603,-8.1872,-7.4369,-3.6187,-7.3275,-1.8468,-2.803,-11.4487,-0.2761,-10.0825,-9.6205,-6.5741,-7.0167,-9.2302,-6.831,-3.9754,-11.5879,-7.108,-4.1551,-9.6705,-6.3369,-7.5424,5.4402,-6.6325
3297,09:30:28.456,-8.0204,-16.1656,-8.7672,-11.0525,-5.0599,-10.1541,-3.6017,-8.1195,-11.8766,-3.7056,-10.3481,-11.7695,-6.437,-15.0557,-10.3054,-8.5114,-6.4691,-12.6716,-9.3709,-6.8119,-8.2474,-7.7895,-11.257,6.2655,-12.0463
3299,09:30:28.458,-9.2268,-11.6357,-6.5353,-11.5951,-4.1767,-9.7214,-2.7041,-9.4853,-8.6446,-1.9366,-8.3433,-11.1101,-5.5087,-16.509,-8.3319,-7.3588,-5.8888,-10.8804,-9.0026,-6.7745,-3.4585,-7.2338,-12.37,8.1711,-12.8574
3301,09:30:28.460,-9.6307,-2.7534,-2.4811,-9.4672,-1.7992,-6.8618,-0.2473,-7.5262,-2.3795,4.1079,-4.4789,-8.1322,-2.2522,-12.5184,-4.0269,-4.1401,-3.1218,-7.1713,-6.4789,-4.7804,2.8587,-5.2609,-10.5903,9.4744,-10.3196
3303,09:30:28.462,-8.8575,7.6883,2.1658,-5.9623,1.1747,-2.6952,2.7487,-3.3257,5.5773,12.8633,0.278,-3.7884,3.8267,-5.9153,1.403,0.0867,0.7215,-2.7889,-2.6577,-1.7962,8.954,-2.6713,-6.4919,9.532,-5.7264
3305,09:30:28.464,-6.9658,15.8022,6.4503,-2.2084,4.0768,1.7894,5.6888,2.006,13.5575,22.4859,4.5699,0.6321,11.0408,0.2027,6.6438,4.2702,4.6509,1.229,1.5106,1.259,13.7239,-0.105,-1.4148,8.9833,0.1877
3307,09:30:28.466,-4.788,18.6661,9.6601,1.4749,6.4237,5.8039,8.2063,7.3277,20.1133,31.0549,7.1921,3.8325,16.4999,3.5641,10.596,7.5177,7.8582,4.196,5.209,3.6277,16.6511,2.0468,3.2298,8.8146,6.8917
3309,09:30:28.468,-3.2176,15.9106,11.2112,5.2794,7.8267,8.7924,9.9347,11.5896,24.4151,37.0009,7.7448,5.1269,18.3274,3.6812,12.6934,9.2852,9.7842,5.7702,7.9481,4.8676,17.6124,3.5561,6.7302,9.3177,13.6285
3311,09:30:28.470,-2.3847,9.6593,10.8017,9.0235,8.0174,10.4987,10.5471,14.2037,26.2167,39.5538,6.7571,4.807,16.9564,2.1503,13.0116,9.4968,10.2142,5.9108,9.5654,4.934,16.8056,4.2552,9.1875,9.8776,19.4467
3313,09:30:28.472,-1.7568,2.951,8.6344,11.6543,6.9248,10.9027,9.8964,15.1967,25.516,38.7426,5.074,3.7617,14.3351,1.4977,11.9784,8.3907,9.2254,4.7664,9.9898,4.0065,14.6451,4.0096,10.9356,9.5738,23.474
3315,09:30:28.474,-0.9574,-2.0803,5.3355,11.7888,4.7047,10.0224,8.024,14.8394,22.3727,34.9846,3.1133,2.6509,12.0062,3.0449,9.9222,6.1977,6.9872,2.529,9.0602,2.2075,11.5282,2.7986,12.0074,7.9082,25.0452
3317,09:30:28.476,-0.1925,-4.9686,1.5769,8.8739,1.7178,7.8412,5.0951,13.1477,17.1295,28.8163,0.7785,1.4773,10.0326,5.6964,6.9334,3.0242,3.6699,-0.5887,6.6888,-0.4221,7.7047,0.8358,12.2344,5.1035,23.7235
3319,09:30:28.478,0.2326,-6.3473,-2.2185,3.7988,-1.5177,4.515,1.4625,9.9018,10.7435,21.0668,-1.9457,-0.0496,7.6876,6.9978,3.17,-0.9091,-0.3941,-4.2093,3.2099,-3.6237,3.4773,-1.4261,11.6784,1.9352,19.4926
3321,09:30:28.480,0.5881,-6.838,-5.824,-1.7352,-4.4144,0.6205,-2.1804,5.2401,4.7218,13.0881,-4.5085,-1.8755,4.9616,5.4923,-0.8184,-4.9866,-4.5027,-7.6871,-0.5741,-6.6965,-0.4617,-3.5002,10.6692,-0.648,13.0957
3323,09:30:28.482,1.6326,-6.4259,-8.9556,-6.4857,-6.4416,-2.923,-4.8477,0.15,0.56,6.5014,-6.061,-3.4592,3.1931,1.9776,-4.2062,-8.2864,-7.6689,-10.2653,-3.8257,-8.724,-3.0315,-5.1292,9.3536,-1.9085,6.113
3325,09:30:28.484,3.8305,-4.7175,-11.1375,-10.2674,-7.2139,-5.2676,-5.6515,-3.7815,-0.8791,2.5455,-6.1833,-4.223,4.1429,-1.4463,-6.3442,-10.0238,-9.0211,-11.4037,-6.1473,-9.0947,-3.2557,-6.3122,7.4729,-1.5874,0.4691
3327,09:30:28.486,6.8398,-1.6286,-11.8075,-13.3067,-6.4879,-5.9966,-4.2662,-5.2165,0.4271,1.6583,-5.2093,-3.9876,8.4232,-3.1571,-7.0278,-9.9179,-8.1851,-10.9562,-7.5628,-7.7802,-0.8399,-7.0163,4.8802,0.0649,-2.4061
3329,09:30:28.488,9.8431,2.2528,-10.5479,-15.2154,-4.1494,-5.1352,-1.0526,-3.7758,3.8729,3.6256,-3.7964,-2.9248,14.771,-2.594,-6.3338,-8.1722,-5.351,-9.0586,-8.0828,-5.1329,3.6827,-6.9149,2.2384,2.5341,-2.1846
3331,09:30:28.490,12.2009,5.9523,-7.3105,-14.904,-0.3339,-2.9637,3.2262,-0.0936,8.4908,7.8943,-2.3068,-1.2555,20.7833,0.4743,-4.3686,-5.2325,-1.095,-5.9621,-7.4899,-1.5509,9.2712,-5.5708,0.8547,5.3656,0.3773
3333,09:30:28.492,13.5758,8.669,-2.5755,-11.6471,4.3656,0.0297,7.7667,4.6266,13.0702,13.523,-0.7353,0.7915,24.3999,6.2779,-1.3539,-1.6748,3.774,-2.0868,-5.7053,2.5364,14.7493,-2.9985,1.5176,8.2691,3.9652
3335,09:30:28.494,13.5304,9.9829,2.663,-6.0967,8.8912,3.0523,11.8614,9.082,16.329,18.9445,0.845,2.7331,24.9178,13.9997,2.0886,1.7483,8.2841,1.8204,-3.2847,6.439,18.9479,0.0099,3.5128,10.9494,7.3135
3337,09:30:28.496,11.4299,9.5658,7.2327,-0.0046,12.1404,5.1323,14.9028,12.1829,17.3727,22.2658,2.0296,3.7989,22.9624,20.7663,5.0143,4.2228,11.5,4.8248,-1.2884,9.2529,20.8132,2.3126,5.024,12.9811,9.5693
3339,09:30:28.498,7.1218,6.9428,10.3719,5.14,13.623,5.6542,16.5434,13.3537,16.2563,22.3198,2.4488,3.4204,19.7978,22.7686,6.7835,5.3088,12.9653,6.3523,-0.4529,10.4114,19.7863,3.3308,4.6833,14.0265,10.3903
3341,09:30:28.500,1.7207,1.9277,12.1542,9.1066,13.8143,4.9141,17.008,12.8455,14.1106,19.6238,2.3174,1.84,16.6789,18.2785,7.6572,5.3525,13.0867,6.6845,-0.4756,10.2612,16.3019,3.5629,2.7645,14.2432,9.9338
3343,09:30:28.502,-2.5975,-4.4581,13.3207,12.5413,13.828,4.069,17.1574,11.744,12.5398,16.1535,2.4261,0.1477,14.5271,9.6645,8.6234,5.3571,12.9956,6.8114,-0.2189,9.9645,11.8292,4.1222,0.8873,14.3688,8.8197
3345,09:30:28.504,-3.925,-9.6425,14.5925,15.7788,14.6206,4.3626,18.0076,11.4055,12.6423,13.9276,3.4798,-0.4027,13.7488,1.9986,10.4915,6.2755,13.8282,7.6537,1.3125,10.669,8.1434,5.7082,0.6515,15.2409,7.9928
3347,09:30:28.506,-1.9334,-10.6122,16.0797,18.276,16.3732,6.2488,19.9988,12.6067,14.3999,13.6755,5.4781,0.7905,14.0954,-0.6994,13.1352,8.3091,15.9653,9.3516,4.1736,12.6825,6.2911,8.0092,2.5538,17.1507,8.3889
3349,09:30:28.508,2.0694,-5.9856,17.3324,19.2429,18.5257,9.1676,22.6976,15.1084,16.8896,14.8104,7.7783,3.409,14.8056,1.987,15.6481,10.8382,18.8834,11.285,7.5729,15.4096,6.1161,10.0731,5.9587,19.6762,10.4826
3351,09:30:28.510,6.3281,2.691,17.9129,18.5923,20.3395,12.095,25.2521,18.0229,19.0821,16.5433,9.6857,6.5844,15.1897,7.7018,17.2091,12.9984,21.71,12.7383,10.6131,18.0172,6.7305,11.197,9.7402,22.14,13.9974
3353,09:30:28.512,9.8712,11.8173,17.8505,17.0523,21.4489,14.2869,27.1441,20.5961,20.5485,18.7887,10.896,9.458,15.2395,14.0447,17.7351,14.3259,23.9189,13.4997,12.8711,20.0892,7.4216,11.4535,12.8654,24.1573,18.0322
3355,09:30:28.514,12.6951,18.2826,17.5521,15.4126,21.9816,15.5872,28.4633,22.6211,21.5528,21.8739,11.4378,11.5194,15.5622,20.0346,17.7267,14.9276,25.5288,13.8527,14.3745,21.6727,8.1285,11.4777,14.7233,25.7033,21.5501
3357,09:30:28.516,14.9968,21.5182,17.3787,13.9226,22.276,16.2037,29.469,24.1529,22.5522,25.5184,11.4165,12.6673,16.5557,25.21,17.6293,15.1643,26.7322,14.1188,15.2404,22.85,9.1597,11.8939,15.36,26.7563,23.8578
3359,09:30:28.518,16.4659,23.2406,17.3822,12.5071,22.5152,16.3257,30.0019,24.9755,23.5927,28.3978,10.9649,13.0949,17.7229,28.2857,17.451,15.2424,27.4384,14.305,15.4541,23.4231,10.6003,12.9304,15.4795,27.068,24.713
3361,09:30:28.520,16.3974,25.212,17.3505,11.2817,22.5398,15.9254,29.4475,24.5076,24.123,28.9265,10.3248,13.0285,18.075,27.5561,16.916,15.0429,27.214,14.1356,14.8951,23.0226,12.0703,14.3416,15.8501,26.3608,24.0809
3363,09:30:28.522,14.4233,27.2059,16.8988,10.4708,21.8917,14.7884,27.2982,22.2931,23.3951,26.5145,9.6974,12.3971,17.3458,22.6842,15.7777,14.211,25.6279,13.2628,13.3995,21.4146,13.0022,15.4414,16.3608,24.6236,21.9217
3365,09:30:28.524,11.0547,27.1052,15.459,9.7833,20.0406,12.6801,23.6887,18.5657,21.1411,22.0662,8.8785,10.7375,16.5679,15.5735,13.8906,12.386,22.6331,11.3916,10.7856,18.6412,13.0663,15.2292,15.7704,22.0569,18.3333
3367,09:30:28.526,7.51,22.9719,12.4348,8.2852,16.7369,9.6125,19.3665,14.3313,17.9719,17.3473,7.2099,7.6279,17.049,9.1386,11.1493,9.4943,18.6836,8.3734,7.0263,14.9688,12.3388,12.8426,12.8556,18.7706,13.9341
3369,09:30:28.528,5.025,15.1043,7.7683,5.3484,12.363,6.1363,15.2342,10.9258,15.1293,13.96,4.1951,3.4259,18.6646,5.3785,7.6577,6.0136,14.5991,4.4497,2.6192,10.875,11.1779,8.3064,8.1147,14.789,10.0163
3371,09:30:28.530,4.2304,6.2084,2.5269,1.7663,8.0059,3.3769,11.993,9.4367,13.7116,12.8013,0.294,-0.4553,19.4875,4.8286,4.0852,2.9766,11.3159,0.5002,-1.2284,7.118,10.0218,2.9676,4.1368,10.5389,8.1326
3373,09:30:28.532,4.979,-0.4356,-1.3152,-0.4793,5.008,2.5221,10.1027,10.2954,13.9139,14.0596,-3.0611,-2.2992,17.5117,7.4666,1.6504,1.493,9.5606,-2.1709,-3.0661,4.6049,9.209,-1.0744,3.7515,7.191,9.2582
3375,09:30:28.534,6.543,-3.2736,-2.1672,0.0038,4.1101,3.9083,9.7431,13.048,14.8206,17.1939,-4.5438,-1.4655,12.783,13.2376,1.3556,1.9449,9.4333,-2.6798,-2.2196,3.8563,8.7542,-2.4082,7.3889,6.1039,13.0567
3377,09:30:28.536,7.8693,-3.4925,-0.2504,2.3912,4.766,6.4118,10.5046,16.2862,14.8771,20.6779,-4.228,0.7924,7.5157,21.1203,2.9442,3.4554,10.0891,-1.4619,0.4402,4.3874,8.1137,-1.4952,12.2015,7.578,17.7547
3379,09:30:28.538,7.7416,-4.1097,2.2443,4.0337,5.2661,7.84,11.1197,17.9414,12.6991,22.0473,-3.7965,1.9383,3.8855,28.0455,4.6188,4.2027,9.8988,-0.3069,2.777,4.6639,6.2173,-0.4588,13.9971,10.1231,20.7888
